"","Region1_Release","Region2_Release","Region3_Release","Region4_Release","Region5_Release","Region6_Release"
"1",NA,4.84949832775919,0.375939849624061,1.87074829931973,0,0
"2",0,NA,6.99826489300174,4.80115122972266,0,0
"3",5.12820512820513,0.31055900621118,NA,0.536368393511251,0,0
"4",0,0,0,NA,0,0.273768043802887
"5",0,0,0,0.811093668236525,NA,0
"6",0,0,0,6.5410779696494,0.145442792501616,NA
