"","Region1_Release","Region2_Release","Region3_Release","Region4_Release","Region5_Release","Region6_Release"
"1",NA,1.86335403726708,3.61480624638519,0,0,0
"2",1.22100122100122,NA,3.81723539618276,0.0392464678178964,0,0
"3",0.549450549450549,3.39225991399905,NA,0.0392464678178964,0,0
"4",0,0.334448160535117,0.260266049739734,NA,0,0
"5",1.22100122100122,0.716674629718108,3.1231925968768,0.732600732600733,NA,0
"6",0,0,0.694042799305957,13.7624280481423,0,NA
