"","Region1_Release","Region2_Release","Region3_Release","Region4_Release","Region5_Release","Region6_Release"
"1",NA,29.2507763975155,19.1096732215153,6.5410779696494,0,1.35224821635971
"2",10.1343101343101,NA,66.6028050896472,20.6828885400314,0,0.804712128753941
"3",53.8079975579975,26.990265169613,NA,2.49869178440607,0,0.431392069022731
"4",1.57203907203907,0.50764452938366,3.61480624638519,NA,0.452488687782805,4.46495244368061
"5",30.0709706959707,1.20490922121357,15.0791642567958,1.93615907901622,NA,0.0829600132736021
"6",4.54822954822954,11.7385332059245,8.13692886061307,70.1015502354788,8.69424692954105,NA
