"","Region1_Release","Region2_Release","Region3_Release","Region4_Release","Region5_Release","Region6_Release"
"1",NA,3.67892976588628,1.61943319838057,0,0,0
"2",0,NA,0.867553499132447,0.510204081632653,0,0
"3",3.90720390720391,5.08838987099856,NA,0.170068027210884,0,0
"4",0,0,0,NA,0,0.366727787964661
"5",5.00610500610501,0.191113234591495,4.80046269519954,0.248560962846677,NA,0
"6",0,0,0.722961249277039,3.50601779173208,0,NA
