ArrivalLocation,Region1_Release,Region2_Release,Region3_Release,Region4_Release,Region5_Release,Region6_Release
Region1,NaN,0.668896321070234,0,0,0,0
Region2,0,NaN,0.809716599190283,3.2967032967033,0,0
Region3,0,5.01672240802676,NaN,0.366300366300366,0,0
Region4,0,0,0,NaN,0,2.68378063010502
Region5,0,0,0,0,NaN,0
Region6,0,0,0,0,0,NaN
