ArrivalLocation,Region1_Release,Region2_Release,Region3_Release,Region4_Release,Region5_Release,Region6_Release
Region1,NaN,5.68561872909699,0,0,0,0
Region2,0,NaN,0,0,0,0
Region3,0,1.00334448160535,NaN,0,0,0
Region4,0,0,0,NaN,0,0
Region5,6.83760683760684,2.0066889632107,48.582995951417,0,NaN,0
Region6,0,0,0,0.366300366300366,0,NaN
