ArrivalLocation,Region1_Release,Region2_Release,Region3_Release,Region4_Release,Region5_Release,Region6_Release
Region1,NaN,6.68896321070234,0,0,0,0
Region2,0,NaN,0,0,0,0
Region3,47.8632478632479,0,NaN,0,0,0
Region4,0,0,0,NaN,0,0
Region5,0,0,1.21457489878543,0,NaN,0
Region6,0,0,0,0.915750915750916,0,NaN
