ArrivalLocation,Region1_Release,Region2_Release,Region3_Release,Region4_Release,Region5_Release,Region6_Release
Region1,NaN,1.67224080267559,0.404858299595142,0,0,0
Region2,0,NaN,1.61943319838057,0,0,0
Region3,3.41880341880342,0,NaN,0,0,0
Region4,0,0,0,NaN,0.678733031674208,0
Region5,0,0,0,0,NaN,0
Region6,0,0,0,0,0,NaN
