ArrivalLocation,Region1_Release,Region2_Release,Region3_Release,Region4_Release,Region5_Release,Region6_Release
Region1,NaN,1.67224080267559,0,0,0,0
Region2,0,NaN,0,0,0,0
Region3,0.854700854700855,7.02341137123746,NaN,0,0,0
Region4,0,0,0,NaN,0,3.71660859465738
Region5,0.854700854700855,0,0,0,NaN,0
Region6,0,0,0,0,0.452488687782805,NaN
