ArrivalLocation,Region1_Release,Region2_Release,Region3_Release,Region4_Release,Region5_Release,Region6_Release
Region1,NaN,0.334448160535117,9.31174089068826,0,0,0
Region2,5.12820512820513,NaN,4.8582995951417,0,0,0
Region3,0,13.7123745819398,NaN,0,0,0
Region4,0,0,0,NaN,0,0
Region5,0,0,0,0,NaN,0
Region6,0,0,0,0,0,NaN
