ArrivalLocation,Region1_Release,Region2_Release,Region3_Release,Region4_Release,Region5_Release,Region6_Release
Region1,NaN,11.7056856187291,27.1255060728745,0,0,0
Region2,0,NaN,9.31174089068826,0,0,0
Region3,2.56410256410256,8.02675585284281,NaN,0,0,0
Region4,0,0,0,NaN,0,0
Region5,0,0,0,0,NaN,0
Region6,0,0,0,0.183150183150183,0,NaN
