ArrivalLocation,Region1_Release,Region2_Release,Region3_Release,Region4_Release,Region5_Release,Region6_Release
Region1,NaN,0.668896321070234,4.8582995951417,8.24175824175824,0,0
Region2,0,NaN,0,1.64835164835165,0,0
Region3,0,0,NaN,0,0,0
Region4,0,0,0,NaN,0,0
Region5,0,0,0,0,NaN,0
Region6,0,0,0,0,0,NaN
