ArrivalLocation,Region1_Release,Region2_Release,Region3_Release,Region4_Release,Region5_Release,Region6_Release
Region1,NaN,19.3979933110368,0,0,0,0
Region2,0,NaN,0,0,0,0
Region3,3.41880341880342,0.334448160535117,NaN,0,0,0
Region4,0,0,0,NaN,0,0
Region5,11.1111111111111,0,1.21457489878543,0,NaN,0
Region6,0,0,0,10.6227106227106,0,NaN
