ArrivalLocation,Region1_Release,Region2_Release,Region3_Release,Region4_Release,Region5_Release,Region6_Release
Region1,NaN,14.7157190635452,0,0,0,0
Region2,0,NaN,0,0,0,0
Region3,0,2.0066889632107,NaN,0,0,0
Region4,0,0,0,NaN,0,0
Region5,11.965811965812,0.668896321070234,9.31174089068826,0,NaN,0
Region6,17.0940170940171,3.67892976588629,29.1497975708502,6.41025641025641,0,NaN
