ArrivalLocation,Region1_Release,Region2_Release,Region3_Release,Region4_Release,Region5_Release,Region6_Release
Region1,NaN,4.0133779264214,3.64372469635628,0,0,0
Region2,0,NaN,0.404858299595142,0,0,0
Region3,0.854700854700855,0.334448160535117,NaN,0,0,0
Region4,5.12820512820513,0,4.04858299595142,NaN,0,0
Region5,0,0,0,0,NaN,0
Region6,16.2393162393162,0,5.66801619433198,19.96336996337,0,NaN
