ArrivalLocation,Region1_Release,Region2_Release,Region3_Release,Region4_Release,Region5_Release,Region6_Release
Region1,NaN,3.34448160535117,0,0,0,0
Region2,0,NaN,0,0,0,0
Region3,0,1.67224080267559,NaN,0,0,0
Region4,0,0,0,NaN,0,0
Region5,23.9316239316239,0,17.0040485829959,0,NaN,0
Region6,0,0,0,21.4285714285714,0,NaN
