ArrivalLocation,Region1_Release,Region2_Release,Region3_Release,Region4_Release,Region5_Release,Region6_Release
Region1,NaN,5.35117056856187,0,0,0,0
Region2,0,NaN,0,0,0,0
Region3,0,0.334448160535117,NaN,0,0,0
Region4,0,0,0.809716599190283,NaN,0,0
Region5,3.41880341880342,0,2.42914979757085,0,NaN,0
Region6,0.854700854700855,0,0,36.0805860805861,0,NaN
