ArrivalLocation,Region1_Release,Region2_Release,Region3_Release,Region4_Release,Region5_Release,Region6_Release
Region1,NaN,0,0,0,0,0
Region2,0,NaN,6.07287449392713,0,0,0
Region3,0,0,NaN,0,0,0
Region4,1.70940170940171,0,0,NaN,0,0
Region5,0,0,0,0.183150183150183,NaN,0
Region6,0,0,0,19.7802197802198,0,NaN
