ArrivalLocation,Region1_Release,Region2_Release,Region3_Release,Region4_Release,Region5_Release,Region6_Release
Region1,NaN,0,1.61943319838057,0,0,0
Region2,0.854700854700855,NaN,17.8137651821862,0,0,0
Region3,0.854700854700855,0,NaN,0,0,0
Region4,0,0,0,NaN,0,0
Region5,0,0,0,0,NaN,0.116144018583043
Region6,0,0,0,3.11355311355311,0,NaN
