ArrivalLocation,Region1_Release,Region2_Release,Region3_Release,Region4_Release,Region5_Release,Region6_Release
Region1,NaN,0,0,0.366300366300366,0,0
Region2,0,NaN,0.404858299595142,28.3882783882784,0,1.85830429732869
Region3,0,0,NaN,2.56410256410256,0,0.464576074332172
Region4,0,0,0,NaN,0.678733031674208,0
Region5,0,0,0,0,NaN,0.116144018583043
Region6,0,0,0,0,4.97737556561086,NaN
