ArrivalLocation,Region1_Release,Region2_Release,Region3_Release,Region4_Release,Region5_Release,Region6_Release
Region1,NaN,0.668896321070234,0,0,0,0
Region2,0,NaN,8.50202429149797,0,0,0
Region3,0,0.334448160535117,NaN,0,0,0
Region4,0.854700854700855,0,0,NaN,0,0
Region5,0,0,0,0,NaN,0
Region6,1.70940170940171,0,0,22.1611721611722,0,NaN
