ArrivalLocation,Region1_Release,Region2_Release,Region3_Release,Region4_Release,Region5_Release,Region6_Release
Region1,NaN,0,0,0.366300366300366,0,12.4274099883856
Region2,0,NaN,0,0.366300366300366,0,6.27177700348432
Region3,0,0,NaN,0.183150183150183,0,3.13588850174216
Region4,0,0,0,NaN,0,0.464576074332172
Region5,0,0,0,0,NaN,0
Region6,0,0,0,0,0,NaN
