ArrivalLocation,Region1_Release,Region2_Release,Region3_Release,Region4_Release,Region5_Release,Region6_Release
Region1,NaN,0,0.404858299595142,0.732600732600733,0,0
Region2,0,NaN,30.7692307692308,5.49450549450549,0,0
Region3,20.5128205128205,0,NaN,0.915750915750916,0,0
Region4,0,0,0,NaN,0,0
Region5,0,0,0,0,NaN,0
Region6,0,0,0,0,0,NaN
