ArrivalLocation,Region1_Release,Region2_Release,Region3_Release,Region4_Release,Region5_Release,Region6_Release
Region1,NaN,0,0,0,0,0
Region2,0,NaN,0.809716599190283,1.46520146520147,0,0
Region3,0,0,NaN,0,0,0
Region4,0,0,0,NaN,0,3.36817653890825
Region5,0,0,0,0,NaN,0
Region6,0,0,0,0.183150183150183,0,NaN
