ArrivalLocation,Region1_Release,Region2_Release,Region3_Release,Region4_Release,Region5_Release,Region6_Release
Region1,NaN,20.4013377926421,0,0,0,0
Region2,0,NaN,0,0,0,0
Region3,5.98290598290598,0,NaN,0,0,0
Region4,0,0,0,NaN,0,0
Region5,0,0,0,0.183150183150183,NaN,0
Region6,0,0,0,40.1098901098901,0,NaN
