ArrivalLocation,Region1_Release,Region2_Release,Region3_Release,Region4_Release,Region5_Release,Region6_Release
Region1,NaN,7.69230769230769,0,0,0,0
Region2,0,NaN,0,10.0732600732601,0,0
Region3,0,0,NaN,0.366300366300366,0,0
Region4,0,0,0,NaN,0,0
Region5,0,0,0,0,NaN,0
Region6,0,0,0,17.5824175824176,0,NaN
