ArrivalLocation,Region1_Release,Region2_Release,Region3_Release,Region4_Release,Region5_Release,Region6_Release
Region1,NaN,0,0,0,0,0
Region2,0,NaN,0,0,0,0
Region3,0,7.69230769230769,NaN,0,0,0
Region4,0,4.68227424749164,3.64372469635628,NaN,0,0
Region5,15.3846153846154,0,0,0,NaN,0
Region6,0,0,2.42914979757085,4.21245421245421,0,NaN
