ArrivalLocation,Region1_Release,Region2_Release,Region3_Release,Region4_Release,Region5_Release,Region6_Release
Region1,NaN,2.67558528428094,0,0,0,0
Region2,0,NaN,0,0,0,0
Region3,2.56410256410256,0.668896321070234,NaN,0,0,0
Region4,0,0,0,NaN,0,0
Region5,0,0,0,0,NaN,0
Region6,0,0,0,27.8388278388278,0,NaN
