ArrivalLocation,Region1_Release,Region2_Release,Region3_Release,Region4_Release,Region5_Release,Region6_Release
Region1,NaN,4.34782608695652,0.809716599190283,0,0,0
Region2,0,NaN,5.66801619433198,0,0,0
Region3,3.41880341880342,3.67892976588629,NaN,0,0,0
Region4,0,0,0,NaN,0,0
Region5,0,0,0,0,NaN,0
Region6,0,0,0,10.0732600732601,0,NaN
