ArrivalLocation,Region1_Release,Region2_Release,Region3_Release,Region4_Release,Region5_Release,Region6_Release
Region1,NaN,0,0,0,0,0
Region2,8.54700854700855,NaN,4.04858299595142,0,0,0
Region3,23.9316239316239,3.34448160535117,NaN,0,0,0
Region4,0,0,0,NaN,0,0.464576074332172
Region5,0,0,0,0,NaN,0.116144018583043
Region6,0,0,0,0,0.678733031674208,NaN
