ArrivalLocation,Region1_Release,Region2_Release,Region3_Release,Region4_Release,Region5_Release,Region6_Release
Region1,NaN,0,0,0,0,0
Region2,5.12820512820513,NaN,0,0,0,0
Region3,0.854700854700855,4.34782608695652,NaN,0,0,0
Region4,0,0,0,NaN,0,16.144018583043
Region5,0,0,0,0,NaN,0
Region6,0,0,0,0,0,NaN
