ArrivalLocation,Region1_Release,Region2_Release,Region3_Release,Region4_Release,Region5_Release,Region6_Release
Region1,NaN,0,0,0,0,0
Region2,0,NaN,0,0,0,0
Region3,0,3.34448160535117,NaN,0,0,0
Region4,0,0,0,NaN,0,0
Region5,0,0,0,0,NaN,0
Region6,0,0,0,2.93040293040293,0,NaN
