ArrivalLocation,Region1_Release,Region2_Release,Region3_Release,Region4_Release,Region5_Release,Region6_Release
Region1,NaN,0,0,0,0,0
Region2,12.8205128205128,NaN,43.3198380566802,4.21245421245421,0,0
Region3,36.7521367521368,0,NaN,1.46520146520147,0,0
Region4,0,0,0,NaN,0,0
Region5,0,0,0,0,NaN,0
Region6,0,0,0,0,0,NaN
