ArrivalLocation,Region1_Release,Region2_Release,Region3_Release,Region4_Release,Region5_Release,Region6_Release
Region1,NaN,0,0,0,0,0
Region2,6.83760683760684,NaN,7.28744939271255,0,0,0
Region3,4.27350427350427,0.668896321070234,NaN,0,0,0
Region4,0,0,0,NaN,0,0
Region5,0,0,0,0,NaN,0
Region6,0,0,0,0,5.20361990950226,NaN
